model,target_column,description,is_baseline,is_main_model,predictors,predictor_count,train_rows,test_rows,status,error,fit_used_sample_weight,n,rmse,mae,r2,weighted_rmse,weighted_mae,weighted_r2,pearson,spearman,observed_mean,predicted_mean,observed_std,predicted_std,weighted_observed_mean,weighted_predicted_mean,weighted_observed_std,weighted_predicted_std,weighted_rmse_gain_vs_mean_baseline_pct,weighted_mae_gain_vs_mean_baseline_pct,beats_mean_baseline_clearly,predicted_sd_ratio,holdout_years,holdout_n,holdout_rmse,holdout_mae,holdout_r2,holdout_weighted_rmse,holdout_weighted_mae,holdout_weighted_r2
ridge_regression,rwp_score,Weighted ridge regression using the main demographic predictor set (alpha=30).,False,True,age|year|gender|education|income|class|region|religion|religiosity|ethnicity|tenure|employment_status|marital_status,13,8439,3617,ok,,True,3617,0.14587137350190896,0.11435006962738774,0.1707712904770149,0.14564687474072158,0.11434021128065502,0.1597879042254542,0.41525650138546827,0.3974740741399062,0.5452793210486049,0.5463680497012808,0.1601890800639078,0.0600711182198463,0.5456389571132724,0.5485822556462094,0.1588937099617877,0.05892794576983756,8.341640595836342,7.597370721801804,True,0.37500133090146215,2023,5559,0.1705366584130441,0.13493546066979098,0.13953693382295973,0.16864610992864373,0.1326817830082827,0.1431667581266698
